id,filepath,class,timestamp,x_min,y_min,width,height
93,bird (24).png,bird,,0.0,0.7999,0.276,0.1962
277,dog.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
244,bird (63).png,bird,,0.2041,0.6722,0.1552,0.2611
451,podolic_cow (184).png,podolic_cow,2025-05-04T07:57:24,0.3494,0.4629,0.4677,0.5361
613,podolic_cow (253).png,podolic_cow,,0.0005,0.0,0.8104,0.9509
28,podolic_cow (15).png,podolic_cow,,0.439,0.2166,0.5359,0.6925
184,fox (10).png,fox,,0.1822,0.6138,0.1781,0.2222
545,boar (80).png,boar,2024-12-30T07:26:48,0.1125,0.274,0.1947,0.6842
515,fox (40).png,fox,,0.4567,0.399,0.0192,0.0583
178,podolic_cow (79).png,podolic_cow,2025-03-14T15:19:42,0.7864,0.6027,0.2,0.3953
377,podolic_cow (157).png,podolic_cow,2025-03-25T08:33:38,0.0,0.0,0.5682,0.962
153,podolic_cow (72).png,podolic_cow,,0.6109,0.2416,0.2328,0.4555
75,podolic_cow (40).png,podolic_cow,,0.8427,0.2592,0.1572,0.6935
381,bird (101).png,bird,2025-04-22T06:56:42,0.3208,0.4851,0.1385,0.1
92,boar (9).png,boar,2025-01-15T10:33:46,0.4604,0.4675,0.0984,0.3
375,podolic_cow (155).png,podolic_cow,2025-03-25T08:36:53,0.3098,0.3851,0.4395,0.6138
68,bird (16).png,bird,,0.0588,0.2907,0.0359,0.1601
470,bird (133).png,bird,,0.0578,0.2861,0.039,0.1629
355,bird (96).png,bird,,0.5541,0.3555,0.2166,0.3916
533,podolic_cow (221).png,podolic_cow,,0.9302,0.1935,0.0697,0.55
188,boar (28).png,boar,2024-12-22T15:37:44,0.5796,0.4203,0.0192,0.0342
15,podolic_cow (7).png,podolic_cow,,0.0,0.1472,0.6499,0.8037
363,wolf (8).png,wolf,2025-03-26T01:11:43,0.0,0.4648,0.1411,0.3324
265,bird (70).png,bird,,0.1385,0.7287,0.2421,0.2296
236,fox (18).png,fox,2025-10-02T19:42:28,0.2317,0.5129,0.0947,0.1175
231,boar (34).png,boar,2025-01-15T10:37:53,0.8197,0.3666,0.075,0.0796
88,bird (23).png,bird,,0.225,0.1916,0.0989,0.15
635,podolic_cow (261).png,podolic_cow,2025-03-25T08:34:33,0.6614,0.0009,0.3385,0.9611
117,podolic_cow (53).png,podolic_cow,,0.0,0.0009,1.0,0.9499
493,bird (139).png,bird,,0.4171,0.7638,0.2177,0.2203
550,podolic_cow (228).png,podolic_cow,,0.0,0.1444,0.451,0.8074
238,boar (35).png,boar,2025-03-12T12:12:49,0.9588,0.3972,0.0411,0.1101
0,podolic_cow.png,podolic_cow,2025-02-20T10:42:37,0.6979,0.075,0.302,0.8768
663,podolic_cow (272).png,podolic_cow,,0.0421,0.0018,0.713,0.9509
514,bird (148).png,bird,,0.6026,0.5203,0.0781,0.0861
659,podolic_cow (270).png,podolic_cow,,0.3104,0.4814,0.3552,0.5175
320,bird (85).png,bird,2025-04-22T06:32:39,0.9437,0.3018,0.0562,0.4074
116,boar (15).png,boar,2024-12-25T10:36:15,0.8083,0.2824,0.1916,0.6787
228,boar (33).png,boar,2024-12-24T09:59:23,0.6541,0.2444,0.1385,0.5046
291,bird (75).png,bird,,0.2583,0.6972,0.1942,0.2675
583,podolic_cow (241).png,podolic_cow,2025-01-04T08:17:58,0.3703,0.6138,0.2635,0.3842
543,boar (79).png,boar,2024-12-31T07:03:17,0.5328,0.2972,0.1942,0.5953
144,bird (35).png,bird,,0.5411,0.5462,0.2026,0.3083
526,boar (77).png,boar,2024-12-28T09:27:42,0.7265,0.3462,0.2734,0.6157
350,podolic_cow (147).png,podolic_cow,,0.2145,0.1694,0.363,0.7824
606,boar (88).png,boar,2024-12-26T08:56:03,0.1697,0.2203,0.2671,0.4722
465,bird (132).png,bird,,0.452,0.5851,0.0802,0.2388
268,boar (40).png,boar,2025-03-26T12:37:55,0.3791,0.7666,0.1083,0.1787
432,bird (120).png,bird,,0.326,0.8129,0.2296,0.1851
46,boar (3).png,boar,2025-03-26T14:30:33,0.7635,0.6648,0.2364,0.3342
261,porcupine (2).png,porcupine,2025-04-04T00:08:14,0.4406,0.362,0.0322,0.075
195,lizard (2).png,lizard,,0.6244,0.4231,0.0171,0.0694
670,podolic_cow (277).png,podolic_cow,2025-02-21T10:23:14,0.4395,0.1453,0.351,0.8064
642,bird (191).png,bird,,0.0,0.5824,0.0843,0.1861
107,cat (3).png,cat,2025-08-03T08:25:42,0.4494,0.6666,0.1822,0.1731
429,bird (119).png,bird,,0.4677,0.7675,0.0427,0.1231
652,bird (192).png,bird,,0.2911,0.8462,0.039,0.1185
304,podolic_cow (129).png,podolic_cow,2025-01-04T08:08:21,0.2187,0.4074,0.3281,0.5916
513,bird (147).png,bird,,0.4697,0.7768,0.0572,0.0962
328,podolic_cow (136).png,podolic_cow,,0.376,0.4148,0.4317,0.5842
599,podolic_cow (247).png,podolic_cow,,0.0,0.0018,0.9973,0.949
312,bird (82).png,bird,,0.5541,0.5314,0.2718,0.4064
179,podolic_cow (80).png,podolic_cow,,0.6291,0.1935,0.1755,0.7555
327,bird (88).png,bird,2025-04-24T06:58:51,0.3989,0.7111,0.1203,0.2879
149,podolic_cow (69).png,podolic_cow,,0.0,0.0,1.0,0.9509
124,bird (31).png,bird,,0.0822,0.7907,0.1489,0.2083
532,podolic_cow (220).png,podolic_cow,,0.276,0.3777,0.4296,0.574
580,podolic_cow (238).png,podolic_cow,,0.3723,0.2231,0.3463,0.7287
185,podolic_cow (82).png,podolic_cow,2025-05-04T08:05:38,0.1526,0.5638,0.2588,0.2398
398,podolic_cow (165).png,podolic_cow,2025-01-04T08:12:47,0.2859,0.324,0.3854,0.674
369,porcupine (3).png,porcupine,,0.3828,0.4175,0.15,0.2277
661,podolic_cow (271).png,podolic_cow,,0.0,0.2101,0.5255,0.7407
326,podolic_cow (135).png,podolic_cow,,0.4411,0.124,0.5088,0.8268
619,podolic_cow (256).png,podolic_cow,,0.4901,0.1851,0.2671,0.7537
142,cat (4).png,cat,,0.2203,0.5342,0.0796,0.137
141,bird (34).png,bird,,0.2078,0.9027,0.076,0.0944
428,bird (118).png,bird,2025-02-17T07:34:07,0.6776,0.5499,0.1286,0.1629
19,podolic_cow (9).png,podolic_cow,2025-01-04T08:08:55,0.8911,0.7851,0.0973,0.2129
172,podolic_cow (77).png,podolic_cow,,0.4078,0.2351,0.4781,0.5472
544,bird (160).png,bird,,0.4057,0.4953,0.0468,0.1453
12,fox (1).png,fox,2025-02-15T11:18:49,0.1432,0.4379,0.0562,0.1444
305,bird (78).png,bird,,0.3473,0.4222,0.0671,0.2
25,bird (6).png,bird,,0.3427,0.5055,0.0583,0.0777
485,podolic_cow (200).png,podolic_cow,,0.0,0.0009,0.9942,0.9499
169,boar (24).png,boar,2025-10-03T17:17:31,0.7739,0.5972,0.226,0.4018
445,podolic_cow (183).png,podolic_cow,,0.0906,0.0342,0.5338,0.9175
574,bird (170).png,bird,,0.0,0.8,0.2635,0.1925
245,bird (64).png,bird,,0.638,0.5268,0.2786,0.2768
298,podolic_cow (125).png,podolic_cow,,0.4546,0.2333,0.2088,0.4768
404,boar (61).png,boar,2024-12-21T01:49:58,0.4234,0.2027,0.2802,0.3944
272,podolic_cow (112).png,podolic_cow,2024-12-22T06:57:22,0.8359,0.0,0.164,0.4324
154,porcupine.png,porcupine,,0.5,0.6796,0.0979,0.2231
126,fox (6).png,fox,2024-12-17T08:57:55,0.4947,0.3148,0.0531,0.1398
483,bird (136).png,bird,,0.5343,0.8342,0.0807,0.1194
287,podolic_cow (121).png,podolic_cow,,0.489,0.0981,0.3015,0.8518
113,podolic_cow (52).png,podolic_cow,2025-01-15T09:02:10,0.5973,0.2259,0.301,0.4898
344,boar (53).png,boar,2025-01-04T18:06:32,0.5838,0.3324,0.0713,0.1842
173,fox (8).png,fox,2025-06-03T09:36:36,0.8484,0.8648,0.0588,0.0907
333,bird (90).png,bird,2025-04-19T07:43:30,0.5859,0.6824,0.2458,0.3166
57,bird (14).png,bird,,0.0375,0.6666,0.2078,0.2564
411,fox (36).png,fox,,0.4348,0.4055,0.0239,0.0805
222,fox (14).png,fox,,0.2505,0.462,0.1161,0.1111
280,podolic_cow (117).png,podolic_cow,2025-01-04T08:17:06,0.7656,0.6888,0.138,0.3101
17,bird (4).png,bird,,0.0578,0.7129,0.139,0.1759
380,fox (32).png,fox,2025-03-15T18:44:09,0.6692,0.5287,0.0348,0.087
322,fox (27).png,fox,2024-12-29T09:20:47,0.4973,0.3037,0.0619,0.1675
255,fox (20).png,fox,,0.3328,0.4851,0.1494,0.1805
388,bird (105).png,bird,,0.5041,0.5555,0.3171,0.3648
643,podolic_cow (263).png,podolic_cow,,0.0,0.0018,0.5473,0.9509
190,podolic_cow (83).png,podolic_cow,,0.8062,0.2351,0.1239,0.2129
408,bird (112).png,bird,,0.477,0.512,0.0744,0.1064
591,boar (85).png,boar,,0.8984,0.5083,0.1015,0.3768
535,dog (1).png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
94,boar (10).png,boar,,0.276,0.4046,0.3286,0.324
180,bird (47).png,bird,,0.0083,0.4944,0.2598,0.2314
301,podolic_cow (127).png,podolic_cow,,0.1119,0.1194,0.4723,0.8314
605,bird (180).png,bird,,0.3604,0.3268,0.0682,0.1527
422,cat (7).png,cat,,0.5255,0.6481,0.1744,0.1824
457,boar (71).png,boar,2024-12-22T15:36:35,0.7281,0.3268,0.2718,0.6342
399,bird (108).png,bird,2025-04-21T07:16:36,0.0005,0.6546,0.1687,0.3175
5,butterfly.png,butterfly,,0.0369,0.0481,0.0317,0.1851
45,lizard (1).png,lizard,,0.0406,0.074,0.0296,0.1611
584,bird (174).png,bird,,0.302,0.8555,0.0364,0.1
501,bird (142).png,bird,,0.1473,0.7296,0.1239,0.2694
490,cat (10).png,cat,2025-02-19T14:39:23,0.3937,0.6675,0.1854,0.1777
16,fox (2).png,fox,,0.0,0.6296,0.0796,0.1879
48,podolic_cow (22).png,podolic_cow,,0.5276,0.224,0.1286,0.4888
649,podolic_cow (268).png,podolic_cow,2025-03-25T08:08:34,0.0,0.0009,0.1088,0.7101
664,podolic_cow (273).png,podolic_cow,2025-03-25T08:36:17,0.6203,0.6824,0.227,0.3166
3,podolic_cow (1).png,podolic_cow,,0.0,0.0009,0.4427,0.9509
417,podolic_cow (171).png,podolic_cow,2025-01-10T10:29:33,0.0,0.125,0.1234,0.8268
426,podolic_cow (175).png,podolic_cow,2025-03-30T13:31:33,0.0,0.0796,0.2119,0.5259
316,podolic_cow (132).png,podolic_cow,2025-01-04T08:21:40,0.263,0.1851,0.3062,0.4518
283,boar (42).png,boar,,0.4546,0.2703,0.0213,0.0916
467,podolic_cow (191).png,podolic_cow,,0.5781,0.1861,0.2135,0.4648
285,badger (2).png,badger,2025-03-29T00:52:16,0.6046,0.4287,0.0703,0.0842
512,podolic_cow (213).png,podolic_cow,2025-01-15T10:49:28,0.0,0.4416,0.4661,0.5092
225,podolic_cow (100).png,podolic_cow,,0.6109,0.1981,0.1692,0.5231
26,cat (1).png,cat,2025-03-30T10:15:01,0.327,0.7361,0.2005,0.2259
528,podolic_cow (217).png,podolic_cow,,0.5406,0.2472,0.1312,0.4916
263,bird (69).png,bird,,0.4822,0.5194,0.1036,0.2138
50,podolic_cow (23).png,podolic_cow,2025-03-25T08:40:27,0.0,0.0009,0.2781,0.8759
364,boar (55).png,boar,2025-03-28T18:07:44,0.7177,0.912,0.1729,0.087
229,podolic_cow (101).png,podolic_cow,2025-03-04T14:15:14,0.5531,0.0851,0.2593,0.8657
37,badger.png,badger,2025-03-04T04:18:55,0.4546,0.3944,0.0411,0.0703
157,bird (39).png,bird,,0.2947,0.6962,0.1072,0.3027
237,podolic_cow (103).png,podolic_cow,,0.0,0.1268,0.6484,0.8249
644,podolic_cow (264).png,podolic_cow,,0.001,0.1694,0.6067,0.7805
374,bird (100).png,bird,2025-04-23T14:32:08,0.0953,0.4444,0.3333,0.5546
370,boar (57).png,boar,2024-12-24T10:00:55,0.2463,0.1898,0.1239,0.3685
175,podolic_cow (78).png,podolic_cow,,0.3723,0.2333,0.3994,0.7185
567,bird (167).png,bird,,0.0,0.6583,0.0963,0.212
446,bird (126).png,bird,2025-04-19T07:44:51,0.5953,0.5518,0.2609,0.2194
194,boar (29).png,boar,,0.2385,0.5777,0.4614,0.374
569,bird (168).png,bird,,0.2161,0.7657,0.0692,0.0638
396,podolic_cow (164).png,podolic_cow,,0.3463,0.3796,0.4755,0.5712
448,boar (69).png,boar,2024-12-30T07:14:53,0.163,0.3379,0.1328,0.4314
648,podolic_cow (267).png,podolic_cow,2025-03-30T13:30:35,0.0,0.0009,0.0911,0.7407
575,bird (171).png,bird,,0.352,0.7703,0.0505,0.0944
67,podolic_cow (35).png,podolic_cow,,0.3552,0.2055,0.2786,0.5629
409,boar (63).png,boar,2024-12-24T10:01:51,0.2255,0.1944,0.1114,0.4157
168,wolf (2).png,wolf,,0.0442,0.6768,0.3354,0.274
486,podolic_cow (201).png,podolic_cow,2025-03-25T08:05:13,0.0,0.1509,0.5947,0.8472
162,bird (41).png,bird,,0.3177,0.587,0.2427,0.3527
309,bird (80).png,bird,2025-04-19T08:12:07,0.4203,0.5129,0.0864,0.1592
193,bird (51).png,bird,,0.2078,0.5796,0.2046,0.2574
444,podolic_cow (182).png,podolic_cow,,0.7187,0.2175,0.1348,0.4212
365,boar (56).png,boar,2024-12-30T06:55:58,0.1635,0.174,0.1421,0.5
383,fox (33).png,fox,2025-07-03T16:15:28,0.3828,0.4305,0.0354,0.0907
462,podolic_cow (188).png,podolic_cow,,0.0,0.0796,0.7557,0.8712
152,podolic_cow (71).png,podolic_cow,2025-03-13T15:01:31,0.0864,0.1509,0.4635,0.774
576,bird (172).png,bird,,0.6062,0.5537,0.2932,0.2037
430,podolic_cow (176).png,podolic_cow,,0.7828,0.2074,0.2171,0.4898
226,fox (16).png,fox,2025-06-03T09:39:43,0.6333,0.6296,0.1776,0.1712
424,podolic_cow (173).png,podolic_cow,,0.6609,0.3425,0.2255,0.6027
538,bird (158).png,bird,,0.4031,0.7009,0.1968,0.2898
103,bird (26).png,bird,,0.4343,0.5249,0.2265,0.4583
633,podolic_cow (259).png,podolic_cow,2025-03-13T15:00:34,0.2067,0.1888,0.4192,0.7722
74,bird (18).png,bird,2024-12-17T08:24:43,0.9395,0.8564,0.0531,0.1064
115,badger (1).png,badger,2025-03-04T03:19:24,0.4197,0.3999,0.0494,0.0814
407,podolic_cow (167).png,podolic_cow,,0.2036,0.4287,0.5375,0.5703
647,podolic_cow (266).png,podolic_cow,,0.0,0.2249,0.1109,0.4277
119,podolic_cow (54).png,podolic_cow,,0.2635,0.0962,0.7364,0.8537
500,podolic_cow (207).png,podolic_cow,,0.0,0.025,0.2494,0.9583
151,bird (37).png,bird,,0.3697,0.6009,0.2734,0.3814
403,bird (110).png,bird,,0.4802,0.5759,0.127,0.3898
632,podolic_cow (258).png,podolic_cow,,0.1343,0.0083,0.6177,0.9425
207,bird (54).png,bird,,0.0406,0.4509,0.2406,0.4824
425,podolic_cow (174).png,podolic_cow,2025-01-04T08:17:07,0.1791,0.0537,0.5296,0.6712
453,bird (129).png,bird,,0.502,0.5564,0.0864,0.1648
669,podolic_cow (276).png,podolic_cow,,0.3817,0.2129,0.4114,0.7388
518,podolic_cow (214).png,podolic_cow,,0.3088,0.2083,0.3,0.4648
8,podolic_cow (4).png,podolic_cow,,0.3453,0.0805,0.6546,0.8694
488,podolic_cow (203).png,podolic_cow,,0.6843,0.2305,0.1791,0.5055
36,podolic_cow (17).png,podolic_cow,,0.3119,0.1657,0.5828,0.7861
139,podolic_cow (64).png,podolic_cow,,0.0,0.1861,0.438,0.7648
253,fox (19).png,fox,2025-08-02T06:20:13,0.3526,0.4675,0.0755,0.0879
303,fox (25).png,fox,,0.4687,0.3731,0.0156,0.0472
495,podolic_cow (204).png,podolic_cow,2025-03-24T13:39:55,0.563,0.5648,0.2885,0.4342
503,podolic_cow (209).png,podolic_cow,,0.0,0.5361,0.1364,0.4157
368,bird (98).png,bird,,0.3322,0.5379,0.0489,0.0944
59,podolic_cow (29).png,podolic_cow,,0.0,0.4842,0.1734,0.4685
111,fox (5).png,fox,2025-06-03T08:11:28,0.5609,0.5611,0.1572,0.1388
525,bird (155).png,bird,,0.3218,0.6712,0.177,0.2379
468,podolic_cow (192).png,podolic_cow,,0.5494,0.2574,0.2552,0.3425
646,podolic_cow (265).png,podolic_cow,2025-01-04T08:10:41,0.2885,0.5499,0.2828,0.4481
262,podolic_cow (110).png,podolic_cow,,0.0854,0.1537,0.7578,0.7981
563,boar (82).png,boar,2024-12-28T09:03:05,0.4786,0.212,0.0812,0.2425
297,podolic_cow (124).png,podolic_cow,2025-04-15T07:37:10,0.0864,0.1999,0.2208,0.637
414,bird (114).png,bird,,0.6291,0.2157,0.0901,0.1472
150,podolic_cow (70).png,podolic_cow,,0.0,0.1416,0.6151,0.8092
433,podolic_cow (178).png,podolic_cow,,0.2364,0.0037,0.7635,0.949
440,bird (124).png,bird,,0.3453,0.8861,0.0369,0.0805
266,bird (71).png,bird,,0.3166,0.8425,0.0364,0.112
582,podolic_cow (240).png,podolic_cow,2025-01-04T08:15:11,0.3234,0.1888,0.5541,0.6324
359,fox (30).png,fox,,0.3755,0.5296,0.1822,0.1749
594,bird (177).png,bird,,0.9166,0.2796,0.0833,0.1453
38,podolic_cow (18).png,podolic_cow,2025-01-05T14:42:24,0.088,0.4435,0.5786,0.5083
127,boar (19).png,boar,2025-04-04T16:58:56,0.0,0.2546,0.4072,0.7435
423,bird (117).png,bird,2025-04-19T08:23:39,0.2312,0.5074,0.2015,0.2379
416,podolic_cow (170).png,podolic_cow,,0.8708,0.7731,0.0911,0.2259
307,podolic_cow (130).png,podolic_cow,,0.95,0.1916,0.05,0.3712
198,podolic_cow (85).png,podolic_cow,,0.0,0.0009,0.7098,0.9509
351,bird (94).png,bird,,0.2562,0.7314,0.1593,0.2388
552,podolic_cow (229).png,podolic_cow,,0.0989,0.0009,0.901,0.9499
146,podolic_cow (67).png,podolic_cow,,0.2713,0.0018,0.5375,0.9499
450,bird (128).png,bird,,0.2802,0.6703,0.1562,0.3129
622,bird (185).png,bird,,0.5749,0.5398,0.0843,0.1749
494,boar (75).png,boar,2025-03-26T14:32:42,0.6854,0.6092,0.3145,0.3898
419,podolic_cow (172).png,podolic_cow,2025-03-30T13:43:18,0.3364,0.4,0.2171,0.599
442,bird (125).png,bird,2025-04-23T18:56:57,0.2385,0.6962,0.0874,0.2194
596,bird (178).png,bird,,0.2541,0.8518,0.0557,0.1185
147,boar (23).png,boar,2025-03-28T18:12:04,0.8781,0.9027,0.0604,0.0972
527,bird (156).png,bird,,0.3223,0.8129,0.0489,0.0935
348,podolic_cow (145).png,podolic_cow,,0.7536,0.2351,0.1265,0.3222
325,bird (87).png,bird,,0.3489,0.6046,0.1364,0.249
536,fox (41).png,fox,2025-04-04T22:14:33,0.3869,0.4129,0.0401,0.0907
123,podolic_cow (56).png,podolic_cow,2025-03-25T08:36:19,0.9432,0.6805,0.0567,0.2814
568,fox (44).png,fox,2025-03-11T18:40:51,0.6588,0.4796,0.0479,0.1277
96,podolic_cow (47).png,podolic_cow,,0.2942,0.0064,0.427,0.9453
143,podolic_cow (66).png,podolic_cow,,0.6911,0.2287,0.1395,0.6018
239,boar (36).png,boar,,0.1348,0.5944,0.3427,0.3583
394,podolic_cow (163).png,podolic_cow,,0.452,0.0888,0.5385,0.862
469,boar (73).png,boar,,0.4348,0.2675,0.0322,0.0722
487,podolic_cow (202).png,podolic_cow,,0.2427,0.1148,0.3979,0.8379
97,fox (3).png,fox,2024-12-21T03:47:04,0.5656,0.6564,0.1281,0.3046
371,podolic_cow (153).png,podolic_cow,2025-02-19T00:53:25,0.4187,0.1944,0.3859,0.5194
324,bird (86).png,bird,,0.0,0.3972,0.0213,0.0814
279,podolic_cow (116).png,podolic_cow,2025-03-24T13:23:46,0.3328,0.1824,0.1218,0.224
293,podolic_cow (122).png,podolic_cow,,0.2609,0.0,0.739,0.949
254,boar (37).png,boar,,0.4546,0.1453,0.0963,0.2611
400,bird (109).png,bird,,0.1067,0.6305,0.2359,0.3231
122,podolic_cow (55).png,podolic_cow,2025-03-30T13:32:29,0.0,0.0666,0.2953,0.7138
183,podolic_cow (81).png,podolic_cow,,0.4281,0.0777,0.4124,0.875
202,podolic_cow (87).png,podolic_cow,,0.0005,0.0166,0.6312,0.9351
438,boar (67).png,boar,2024-12-22T15:34:01,0.4578,0.1777,0.0625,0.1351
323,boar (49).png,boar,2024-12-22T07:32:01,0.1348,0.1657,0.2453,0.2509
246,bird (65).png,bird,,0.1416,0.8194,0.0598,0.1055
415,podolic_cow (169).png,podolic_cow,,0.8833,0.199,0.1166,0.6296
197,boar (30).png,boar,2025-01-15T10:36:49,0.2244,0.5416,0.2307,0.3537
542,podolic_cow (225).png,podolic_cow,,0.6937,0.1851,0.1296,0.4212
559,wolf (10).png,wolf,,0.6776,0.337,0.0838,0.1453
171,bird (45).png,bird,,0.4776,0.3999,0.2817,0.2777
593,podolic_cow (245).png,podolic_cow,,0.6057,0.2101,0.3166,0.6814
558,podolic_cow (232).png,podolic_cow,,0.5614,0.1824,0.3552,0.5388
125,podolic_cow (57).png,podolic_cow,,0.5385,0.0185,0.4187,0.9324
402,podolic_cow (166).png,podolic_cow,2025-01-04T08:18:57,0.4192,0.1166,0.2114,0.4259
530,bird (157).png,bird,,0.4203,0.5842,0.2265,0.3592
522,podolic_cow (216).png,podolic_cow,2025-03-25T08:35:44,0.3875,0.4157,0.3567,0.5824
223,fox (15).png,fox,,0.9624,0.6027,0.0375,0.1342
549,podolic_cow (227).png,podolic_cow,2025-05-04T08:01:58,0.5708,0.6749,0.1953,0.324
342,boar (52).png,boar,,0.5609,0.0972,0.4343,0.6814
53,podolic_cow (26).png,podolic_cow,,0.0,0.0009,0.4208,0.9499
219,bird (57).png,bird,,0.4718,0.4601,0.0583,0.1055
129,podolic_cow (58).png,podolic_cow,2025-03-25T08:47:49,0.363,0.0,0.614,0.9629
609,podolic_cow (251).png,podolic_cow,,0.2322,0.0129,0.3708,0.9388
615,bird (183).png,bird,,0.3651,0.6249,0.1984,0.2398
186,boar (27).png,boar,2024-12-24T09:58:17,0.1765,0.2018,0.1343,0.4805
612,dog (2).png,dog,,0.9593,0.4148,0.0406,0.2074
439,boar (68).png,boar,2024-12-17T07:52:20,0.0729,0.1648,0.2666,0.262
639,boar (95).png,boar,2025-01-15T12:34:54,0.5208,0.3962,0.1583,0.1981
100,fox (4).png,fox,2025-05-01T13:55:26,0.8552,0.0018,0.1447,0.9592
517,bird (150).png,bird,,0.4916,0.7259,0.1359,0.2472
386,bird (103).png,bird,,0.1765,0.7712,0.1078,0.2277
650,wolf (11).png,wolf,,0.7432,0.3768,0.0484,0.1805
509,bird (145).png,bird,,0.313,0.7888,0.0614,0.1472
267,lizard (3).png,lizard,,0.4109,0.4416,0.0244,0.0546
441,podolic_cow (180).png,podolic_cow,,0.4859,0.1416,0.3505,0.7509
496,bird (140).png,bird,2025-04-20T15:23:32,0.0828,0.8037,0.1494,0.1944
112,boar (14).png,boar,2024-12-17T07:41:53,0.114,0.2296,0.1218,0.3546
232,bird (59).png,bird,,0.3312,0.8379,0.0479,0.1037
581,podolic_cow (239).png,podolic_cow,,0.1119,0.0009,0.4197,0.9499
373,bird (99).png,bird,2025-12-04T08:20:38,0.4239,0.687,0.0338,0.0888
233,bird (60).png,bird,,0.0578,0.8101,0.1171,0.187
531,podolic_cow (219).png,podolic_cow,,0.4921,0.2203,0.2369,0.7222
317,boar (48).png,boar,2024-12-30T08:16:38,0.139,0.1731,0.1473,0.5722
410,boar (64).png,boar,2025-03-26T12:42:44,0.188,0.7601,0.3911,0.2388
598,bird (179).png,bird,2025-02-05T06:59:30,0.1677,0.7101,0.0843,0.2083
358,podolic_cow (150).png,podolic_cow,2025-03-24T13:30:03,0.1942,0.0018,0.239,0.6898
258,fox (22).png,fox,2025-02-25T08:08:56,0.8645,0.5574,0.1354,0.1416
282,podolic_cow (119).png,podolic_cow,2025-03-15T02:28:53,0.0,0.0027,0.6864,0.9481
376,podolic_cow (156).png,podolic_cow,2025-03-15T02:28:16,0.2984,0.1935,0.2447,0.4518
384,boar (59).png,boar,2025-03-28T18:08:57,0.8046,0.8851,0.0447,0.1083
224,podolic_cow (99).png,podolic_cow,,0.5697,0.137,0.4302,0.8148
637,podolic_cow (262).png,podolic_cow,2025-03-04T10:04:52,0.1015,0.0009,0.6156,0.9518
547,bird (162).png,bird,2024-12-17T08:23:48,0.5661,0.7787,0.2161,0.1824
472,bird (134).png,bird,,0.451,0.6583,0.1916,0.3111
347,podolic_cow (144).png,podolic_cow,,0.7484,0.212,0.2041,0.5657
505,podolic_cow (211).png,podolic_cow,2025-04-15T07:38:05,0.2203,0.1657,0.2249,0.5074
660,bird (198).png,bird,,0.4781,0.4972,0.076,0.3277
620,fox (48).png,fox,2025-03-04T06:30:44,0.3958,0.4037,0.0442,0.1009
570,boar (83).png,boar,2025-03-12T12:12:15,0.5848,0.5472,0.1328,0.4046
85,bird (21).png,bird,2025-04-19T08:24:51,0.2526,0.5398,0.1484,0.2324
242,bird (62).png,bird,,0.4947,0.7296,0.0937,0.2333
159,fox (7).png,fox,,0.9567,0.599,0.0432,0.1481
524,bird (154).png,bird,,0.1218,0.6731,0.2187,0.3203
35,boar (1).png,boar,2025-10-03T17:19:52,0.5218,0.7194,0.1104,0.1518
