id,filepath,class,timestamp,x_min,y_min,width,height
590,weasel_aug_30.png,weasel,,0.2817,0.749,0.1869,0.1222
572,cat (11).png,cat,2025-02-16T11:27:09,0.2223,0.5157,0.0791,0.124
150,podolic_cow (70).png,podolic_cow,,0.0,0.1416,0.6151,0.8092
218,podolic_cow (97).png,podolic_cow,,0.076,0.1361,0.6171,0.8148
224,podolic_cow (99).png,podolic_cow,,0.5697,0.137,0.4302,0.8148
665,boar (99).png,boar,2025-01-15T10:36:10,0.5833,0.3703,0.1218,0.1638
223,fox (15).png,fox,,0.9624,0.6027,0.0375,0.1342
331,podolic_cow (137).png,podolic_cow,,0.0,0.1462,0.5369,0.8055
259,podolic_cow (109).png,podolic_cow,2025-03-30T13:45:24,0.5177,0.1194,0.4822,0.8777
45,lizard (1)_aug_25.png,lizard,,0.0406,0.074,0.0296,0.1611
341,bird (92).png,bird,,0.1968,0.8759,0.1015,0.1101
58,podolic_cow (28).png,podolic_cow,,0.4171,0.0888,0.5828,0.862
490,cat (10)_aug_34.png,cat,2025-02-19T14:39:23,0.3937,0.6675,0.1854,0.1777
478,badger (3)_aug_23.png,badger,2024-12-15T19:09:32,0.7848,0.687,0.2151,0.275
529,podolic_cow (218).png,podolic_cow,2025-05-04T08:06:12,0.5859,0.7027,0.0562,0.1907
189,porcupine (1)_aug_33.png,porcupine,,0.3854,0.4231,0.0557,0.1268
622,bird (185).png,bird,,0.5749,0.5398,0.0843,0.1749
551,fox (42).png,fox,2025-06-03T07:55:06,0.9557,0.5296,0.0442,0.0953
590,weasel_aug_32.png,weasel,,0.2817,0.749,0.1869,0.1222
535,dog (1)_aug_31.png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
43,lizard_aug_28.png,lizard,2025-12-04T10:59:00,0.039,0.0574,0.0322,0.1888
110,bird (29).png,bird,,0.6375,0.3296,0.1302,0.099
335,boar (50).png,boar,,0.4843,0.8361,0.1885,0.1629
195,lizard (2).png,lizard,,0.6244,0.4231,0.0171,0.0694
495,podolic_cow (204).png,podolic_cow,2025-03-24T13:39:55,0.563,0.5648,0.2885,0.4342
68,bird (16).png,bird,,0.0588,0.2907,0.0359,0.1601
277,dog_aug_18.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
5,butterfly_aug_28.png,butterfly,,0.0369,0.0481,0.0317,0.1851
217,bird (56).png,bird,,0.1182,0.7925,0.1411,0.2055
600,podolic_cow (248).png,podolic_cow,,0.1838,0.0157,0.6796,0.9351
369,porcupine (3)_aug_11.png,porcupine,,0.3828,0.4175,0.15,0.2277
668,podolic_cow (275).png,podolic_cow,2025-03-12T12:21:40,0.8744,0.2666,0.076,0.1842
188,boar (28).png,boar,2024-12-22T15:37:44,0.5796,0.4203,0.0192,0.0342
513,bird (147).png,bird,,0.4697,0.7768,0.0572,0.0962
364,boar (55).png,boar,2025-03-28T18:07:44,0.7177,0.912,0.1729,0.087
462,podolic_cow (188).png,podolic_cow,,0.0,0.0796,0.7557,0.8712
267,lizard (3)_aug_23.png,lizard,,0.4109,0.4416,0.0244,0.0546
215,podolic_cow (96).png,podolic_cow,,0.5395,0.1435,0.4604,0.8074
13,podolic_cow (5).png,podolic_cow,2025-01-12T10:10:42,0.0,0.1425,0.6447,0.8101
264,boar (39).png,boar,2025-03-28T18:00:35,0.6395,0.8787,0.1744,0.1203
285,badger (2)_aug_22.png,badger,2025-03-29T00:52:16,0.6046,0.4287,0.0703,0.0842
277,dog_aug_39.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
479,podolic_cow (197).png,podolic_cow,2025-01-16T16:04:30,0.2859,0.0,0.714,0.9509
115,badger (1).png,badger,2025-03-04T03:19:24,0.4197,0.3999,0.0494,0.0814
5,butterfly_aug_13.png,butterfly,,0.0369,0.0481,0.0317,0.1851
253,fox (19).png,fox,2025-08-02T06:20:13,0.3526,0.4675,0.0755,0.0879
476,podolic_cow (195).png,podolic_cow,,0.4786,0.1787,0.4156,0.7731
590,weasel_aug_22.png,weasel,,0.2817,0.749,0.1869,0.1222
512,podolic_cow (213).png,podolic_cow,2025-01-15T10:49:28,0.0,0.4416,0.4661,0.5092
369,porcupine (3)_aug_19.png,porcupine,,0.3828,0.4175,0.15,0.2277
277,dog_aug_3.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
69,podolic_cow (36).png,podolic_cow,,0.6322,0.0444,0.3677,0.9064
43,lizard_aug_32.png,lizard,2025-12-04T10:59:00,0.039,0.0574,0.0322,0.1888
119,podolic_cow (54).png,podolic_cow,,0.2635,0.0962,0.7364,0.8537
396,podolic_cow (164).png,podolic_cow,,0.3463,0.3796,0.4755,0.5712
521,bird (152).png,bird,2025-04-19T06:40:38,0.0,0.6629,0.252,0.3166
189,porcupine (1)_aug_41.png,porcupine,,0.3854,0.4231,0.0557,0.1268
606,boar (88).png,boar,2024-12-26T08:56:03,0.1697,0.2203,0.2671,0.4722
323,boar (49).png,boar,2024-12-22T07:32:01,0.1348,0.1657,0.2453,0.2509
478,badger (3)_aug_11.png,badger,2024-12-15T19:09:32,0.7848,0.687,0.2151,0.275
338,boar (51).png,boar,2025-03-26T12:39:27,0.8489,0.8481,0.126,0.1509
46,boar (3).png,boar,2025-03-26T14:30:33,0.7635,0.6648,0.2364,0.3342
108,boar (13).png,boar,2025-02-20T12:01:16,0.7932,0.3175,0.2052,0.2435
590,weasel_aug_29.png,weasel,,0.2817,0.749,0.1869,0.1222
45,lizard (1)_aug_5.png,lizard,,0.0406,0.074,0.0296,0.1611
437,podolic_cow (179).png,podolic_cow,,0.3541,0.0925,0.4567,0.8592
302,podolic_cow (128).png,podolic_cow,,0.0,0.3185,0.4947,0.6787
299,podolic_cow (126).png,podolic_cow,2025-03-15T02:29:28,0.001,0.0009,0.9838,0.9499
252,podolic_cow (108).png,podolic_cow,,0.0,0.1925,0.4859,0.8055
648,podolic_cow (267).png,podolic_cow,2025-03-30T13:30:35,0.0,0.0009,0.0911,0.7407
307,podolic_cow (130).png,podolic_cow,,0.95,0.1916,0.05,0.3712
297,podolic_cow (124).png,podolic_cow,2025-04-15T07:37:10,0.0864,0.1999,0.2208,0.637
129,podolic_cow (58).png,podolic_cow,2025-03-25T08:47:49,0.363,0.0,0.614,0.9629
506,bird (143).png,bird,,0.0,0.7222,0.1421,0.1907
143,podolic_cow (66).png,podolic_cow,,0.6911,0.2287,0.1395,0.6018
86,podolic_cow (44).png,podolic_cow,,0.0,0.1305,0.4427,0.8212
369,porcupine (3).png,porcupine,,0.3828,0.4175,0.15,0.2277
249,podolic_cow (105).png,podolic_cow,,0.4963,0.6648,0.2463,0.3342
277,dog_aug_24.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
416,podolic_cow (170).png,podolic_cow,,0.8708,0.7731,0.0911,0.2259
590,weasel_aug_46.png,weasel,,0.2817,0.749,0.1869,0.1222
235,fox (17).png,fox,2025-02-20T17:34:34,0.1572,0.4268,0.0843,0.1175
43,lizard.png,lizard,2025-12-04T10:59:00,0.039,0.0574,0.0322,0.1888
526,boar (77).png,boar,2024-12-28T09:27:42,0.7265,0.3462,0.2734,0.6157
612,dog (2)_aug_23.png,dog,,0.9593,0.4148,0.0406,0.2074
246,bird (65).png,bird,,0.1416,0.8194,0.0598,0.1055
666,podolic_cow (274).png,podolic_cow,2025-03-14T15:25:06,0.6911,0.6425,0.0651,0.0564
535,dog (1)_aug_34.png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
497,podolic_cow (205).png,podolic_cow,,0.0005,0.0009,0.7572,0.9509
289,wolf (6).png,wolf,,0.9005,0.4296,0.0718,0.212
18,podolic_cow (8).png,podolic_cow,,0.0,0.0666,0.2374,0.8861
579,podolic_cow (237).png,podolic_cow,2025-03-13T15:04:29,0.2624,0.1694,0.1833,0.4749
612,dog (2)_aug_5.png,dog,,0.9593,0.4148,0.0406,0.2074
170,boar (25).png,boar,2024-12-24T10:02:51,0.1864,0.2018,0.1416,0.5268
360,bird (97).png,bird,2025-04-19T06:41:52,0.564,0.5185,0.1385,0.2361
5,butterfly_aug_44.png,butterfly,,0.0369,0.0481,0.0317,0.1851
321,podolic_cow (134).png,podolic_cow,2025-03-17T10:05:07,0.9239,0.237,0.076,0.2
652,bird (192).png,bird,,0.2911,0.8462,0.039,0.1185
5,butterfly_aug_42.png,butterfly,,0.0369,0.0481,0.0317,0.1851
154,porcupine_aug_16.png,porcupine,,0.5,0.6796,0.0979,0.2231
363,wolf (8)_aug_32.png,wolf,2025-03-26T01:11:43,0.0,0.4648,0.1411,0.3324
5,butterfly_aug_19.png,butterfly,,0.0369,0.0481,0.0317,0.1851
258,fox (22).png,fox,2025-02-25T08:08:56,0.8645,0.5574,0.1354,0.1416
590,weasel_aug_15.png,weasel,,0.2817,0.749,0.1869,0.1222
441,podolic_cow (180).png,podolic_cow,,0.4859,0.1416,0.3505,0.7509
415,podolic_cow (169).png,podolic_cow,,0.8833,0.199,0.1166,0.6296
535,dog (1)_aug_10.png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
107,cat (3).png,cat,2025-08-03T08:25:42,0.4494,0.6666,0.1822,0.1731
115,badger (1)_aug_5.png,badger,2025-03-04T03:19:24,0.4197,0.3999,0.0494,0.0814
282,podolic_cow (119).png,podolic_cow,2025-03-15T02:28:53,0.0,0.0027,0.6864,0.9481
291,bird (75).png,bird,,0.2583,0.6972,0.1942,0.2675
449,wolf (9).png,wolf,,0.8885,0.4101,0.0828,0.2435
19,podolic_cow (9).png,podolic_cow,2025-01-04T08:08:55,0.8911,0.7851,0.0973,0.2129
168,wolf (2)_aug_2.png,wolf,,0.0442,0.6768,0.3354,0.274
270,bird (72).png,bird,,0.3192,0.8611,0.0572,0.1101
604,fox (47).png,fox,2025-04-03T11:58:59,0.6026,0.4388,0.039,0.1
133,bird (33).png,bird,,0.2473,0.8842,0.0395,0.1092
251,podolic_cow (107).png,podolic_cow,2025-05-04T08:18:57,0.0,0.0,0.5848,0.962
271,podolic_cow (111).png,podolic_cow,2025-03-13T14:58:42,0.0979,0.1222,0.3265,0.6157
452,boar (70).png,boar,2024-12-22T15:50:35,0.4484,0.1509,0.0583,0.1916
45,lizard (1)_aug_29.png,lizard,,0.0406,0.074,0.0296,0.1611
67,podolic_cow (35).png,podolic_cow,,0.3552,0.2055,0.2786,0.5629
60,podolic_cow (30).png,podolic_cow,,0.8953,0.6648,0.1046,0.3342
409,boar (63).png,boar,2024-12-24T10:01:51,0.2255,0.1944,0.1114,0.4157
27,podolic_cow (14).png,podolic_cow,2025-02-20T10:45:32,0.2697,0.0046,0.7296,0.9462
83,cat (2).png,cat,2025-02-17T11:18:54,0.427,0.6583,0.1796,0.1833
5,butterfly_aug_14.png,butterfly,,0.0369,0.0481,0.0317,0.1851
549,podolic_cow (227).png,podolic_cow,2025-05-04T08:01:58,0.5708,0.6749,0.1953,0.324
171,bird (45).png,bird,,0.4776,0.3999,0.2817,0.2777
37,badger_aug_36.png,badger,2025-03-04T04:18:55,0.4546,0.3944,0.0411,0.0703
9,cat_aug_12.png,cat,,0.613,0.6518,0.15,0.1537
582,podolic_cow (240).png,podolic_cow,2025-01-04T08:15:11,0.3234,0.1888,0.5541,0.6324
159,fox (7).png,fox,,0.9567,0.599,0.0432,0.1481
20,podolic_cow (10).png,podolic_cow,,0.0,0.1925,0.2354,0.5046
356,wolf (7)_aug_19.png,wolf,2025-03-27T18:58:27,0.5807,0.3259,0.038,0.2101
631,boar (93).png,boar,2024-12-31T09:09:22,0.1692,0.2138,0.1494,0.5074
5,butterfly_aug_8.png,butterfly,,0.0369,0.0481,0.0317,0.1851
320,bird (85).png,bird,2025-04-22T06:32:39,0.9437,0.3018,0.0562,0.4074
532,podolic_cow (220).png,podolic_cow,,0.276,0.3777,0.4296,0.574
590,weasel_aug_36.png,weasel,,0.2817,0.749,0.1869,0.1222
285,badger (2)_aug_30.png,badger,2025-03-29T00:52:16,0.6046,0.4287,0.0703,0.0842
76,bird (19).png,bird,,0.8432,0.3768,0.1567,0.2481
63,podolic_cow (33).png,podolic_cow,,0.0598,0.0037,0.8505,0.9481
154,porcupine.png,porcupine,,0.5,0.6796,0.0979,0.2231
322,fox (27).png,fox,2024-12-29T09:20:47,0.4973,0.3037,0.0619,0.1675
557,fox (43).png,fox,2024-12-22T08:49:18,0.4499,0.2537,0.0348,0.1037
382,bird (102).png,bird,,0.427,0.6675,0.0567,0.1268
408,bird (112).png,bird,,0.477,0.512,0.0744,0.1064
667,boar (100).png,boar,2024-12-18T00:27:21,0.0,0.4083,0.2338,0.5546
616,bird (184).png,bird,,0.2661,0.749,0.0666,0.1111
535,dog (1)_aug_7.png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
50,podolic_cow (23).png,podolic_cow,2025-03-25T08:40:27,0.0,0.0009,0.2781,0.8759
314,fox (26).png,fox,2025-06-02T07:26:10,0.3755,0.5472,0.1098,0.1777
185,podolic_cow (82).png,podolic_cow,2025-05-04T08:05:38,0.1526,0.5638,0.2588,0.2398
505,podolic_cow (211).png,podolic_cow,2025-04-15T07:38:05,0.2203,0.1657,0.2249,0.5074
115,badger (1)_aug_45.png,badger,2025-03-04T03:19:24,0.4197,0.3999,0.0494,0.0814
455,bird (130).png,bird,2025-04-19T08:24:14,0.339,0.5796,0.2479,0.2231
177,bird (46).png,bird,,0.0,0.6833,0.2552,0.2898
65,boar (5).png,boar,2025-08-02T22:15:35,0.3937,0.4324,0.3036,0.3777
172,podolic_cow (77).png,podolic_cow,,0.4078,0.2351,0.4781,0.5472
230,wolf (4)_aug_28.png,wolf,,0.3625,0.7361,0.2812,0.2157
544,bird (160).png,bird,,0.4057,0.4953,0.0468,0.1453
30,wolf_aug_0.png,wolf,2025-03-30T07:57:45,0.526,0.874,0.1078,0.125
304,podolic_cow (129).png,podolic_cow,2025-01-04T08:08:21,0.2187,0.4074,0.3281,0.5916
426,podolic_cow (175).png,podolic_cow,2025-03-30T13:31:33,0.0,0.0796,0.2119,0.5259
478,badger (3)_aug_27.png,badger,2024-12-15T19:09:32,0.7848,0.687,0.2151,0.275
115,badger (1)_aug_25.png,badger,2025-03-04T03:19:24,0.4197,0.3999,0.0494,0.0814
210,fox (12).png,fox,2025-12-02T17:09:14,0.5921,0.3805,0.0354,0.0555
355,bird (96).png,bird,,0.5541,0.3555,0.2166,0.3916
5,butterfly_aug_12.png,butterfly,,0.0369,0.0481,0.0317,0.1851
43,lizard_aug_36.png,lizard,2025-12-04T10:59:00,0.039,0.0574,0.0322,0.1888
559,wolf (10)_aug_34.png,wolf,,0.6776,0.337,0.0838,0.1453
496,bird (140).png,bird,2025-04-20T15:23:32,0.0828,0.8037,0.1494,0.1944
653,bird (193).png,bird,,0.4213,0.6074,0.2203,0.3851
104,boar (12).png,boar,2025-03-29T16:49:30,0.651,0.362,0.1484,0.1861
644,podolic_cow (264).png,podolic_cow,,0.001,0.1694,0.6067,0.7805
233,bird (60).png,bird,,0.0578,0.8101,0.1171,0.187
277,dog_aug_21.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
414,bird (114).png,bird,,0.6291,0.2157,0.0901,0.1472
5,butterfly_aug_40.png,butterfly,,0.0369,0.0481,0.0317,0.1851
113,podolic_cow (52).png,podolic_cow,2025-01-15T09:02:10,0.5973,0.2259,0.301,0.4898
195,lizard (2)_aug_10.png,lizard,,0.6244,0.4231,0.0171,0.0694
590,weasel_aug_11.png,weasel,,0.2817,0.749,0.1869,0.1222
627,boar (91).png,boar,2025-01-04T17:53:31,0.1619,0.7546,0.2343,0.2444
37,badger.png,badger,2025-03-04T04:18:55,0.4546,0.3944,0.0411,0.0703
427,boar (66).png,boar,,0.1072,0.1962,0.1697,0.212
612,dog (2)_aug_2.png,dog,,0.9593,0.4148,0.0406,0.2074
406,bird (111).png,bird,,0.1786,0.524,0.1197,0.1277
397,bird (107).png,bird,2025-04-13T08:27:22,0.0,0.4768,0.1088,0.1268
277,dog_aug_0.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
612,dog (2).png,dog,,0.9593,0.4148,0.0406,0.2074
420,bird (115).png,bird,,0.5776,0.3796,0.0307,0.1074
539,podolic_cow (223).png,podolic_cow,,0.0,0.0009,1.0,0.9499
590,weasel_aug_5.png,weasel,,0.2817,0.749,0.1869,0.1222
267,lizard (3)_aug_39.png,lizard,,0.4109,0.4416,0.0244,0.0546
654,bird (194).png,bird,,0.0999,0.7592,0.3401,0.2361
5,butterfly_aug_39.png,butterfly,,0.0369,0.0481,0.0317,0.1851
286,bird (74).png,bird,,0.5671,0.3787,0.0348,0.1166
621,podolic_cow (257).png,podolic_cow,,0.3614,0.1231,0.6203,0.8277
5,butterfly_aug_2.png,butterfly,,0.0369,0.0481,0.0317,0.1851
456,cat (8)_aug_20.png,cat,2025-03-22T10:38:29,0.5385,0.9481,0.0734,0.0509
227,bird (58).png,bird,,0.363,0.8305,0.0307,0.0879
315,podolic_cow (131).png,podolic_cow,2025-03-12T12:23:10,0.0,0.0009,0.5442,0.9518
366,fox (31).png,fox,2025-03-20T08:18:53,0.0895,0.6814,0.2161,0.2666
247,bird (66).png,bird,,0.4848,0.8268,0.0494,0.1203
274,boar (41).png,boar,2024-12-17T14:06:18,0.3911,0.1499,0.1036,0.2027
369,porcupine (3)_aug_27.png,porcupine,,0.3828,0.4175,0.15,0.2277
612,dog (2)_aug_17.png,dog,,0.9593,0.4148,0.0406,0.2074
153,podolic_cow (72).png,podolic_cow,,0.6109,0.2416,0.2328,0.4555
221,podolic_cow (98).png,podolic_cow,,0.4093,0.5509,0.3411,0.4481
41,podolic_cow (20).png,podolic_cow,,0.0,0.1925,0.2348,0.7592
365,boar (56).png,boar,2024-12-30T06:55:58,0.1635,0.174,0.1421,0.5
196,fox (11).png,fox,,0.6463,0.625,0.1885,0.1694
612,dog (2)_aug_11.png,dog,,0.9593,0.4148,0.0406,0.2074
447,bird (127).png,bird,,0.0796,0.8407,0.1916,0.1574
300,bird (77).png,bird,,0.5682,0.7379,0.3046,0.2601
277,dog_aug_12.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
85,bird (21).png,bird,2025-04-19T08:24:51,0.2526,0.5398,0.1484,0.2324
392,fox (34).png,fox,2025-03-04T16:14:57,0.4119,0.3981,0.0322,0.0898
230,wolf (4).png,wolf,,0.3625,0.7361,0.2812,0.2157
590,weasel_aug_41.png,weasel,,0.2817,0.749,0.1869,0.1222
294,bird (76).png,bird,,0.3697,0.787,0.0739,0.1074
489,cat (9)_aug_21.png,cat,2025-02-17T10:21:35,0.5197,0.6509,0.1765,0.1777
43,lizard_aug_44.png,lizard,2025-12-04T10:59:00,0.039,0.0574,0.0322,0.1888
164,bird (42).png,bird,,0.527,0.6925,0.1885,0.237
142,cat (4)_aug_16.png,cat,,0.2203,0.5342,0.0796,0.137
61,podolic_cow (31).png,podolic_cow,2025-03-30T13:43:59,0.3218,0.5064,0.3479,0.4925
647,podolic_cow (266).png,podolic_cow,,0.0,0.2249,0.1109,0.4277
489,cat (9).png,cat,2025-02-17T10:21:35,0.5197,0.6509,0.1765,0.1777
37,badger_aug_44.png,badger,2025-03-04T04:18:55,0.4546,0.3944,0.0411,0.0703
312,bird (82).png,bird,,0.5541,0.5314,0.2718,0.4064
478,badger (3).png,badger,2024-12-15T19:09:32,0.7848,0.687,0.2151,0.275
160,podolic_cow (74).png,podolic_cow,,0.4697,0.2231,0.4713,0.5768
8,podolic_cow (4).png,podolic_cow,,0.3453,0.0805,0.6546,0.8694
359,fox (30).png,fox,,0.3755,0.5296,0.1822,0.1749
417,podolic_cow (171).png,podolic_cow,2025-01-10T10:29:33,0.0,0.125,0.1234,0.8268
179,podolic_cow (80).png,podolic_cow,,0.6291,0.1935,0.1755,0.7555
37,badger_aug_20.png,badger,2025-03-04T04:18:55,0.4546,0.3944,0.0411,0.0703
5,butterfly_aug_16.png,butterfly,,0.0369,0.0481,0.0317,0.1851
5,butterfly_aug_3.png,butterfly,,0.0369,0.0481,0.0317,0.1851
130,boar (20).png,boar,,0.2416,0.6314,0.2468,0.3212
590,weasel_aug_28.png,weasel,,0.2817,0.749,0.1869,0.1222
369,porcupine (3)_aug_43.png,porcupine,,0.3828,0.4175,0.15,0.2277
607,bird (181).png,bird,,0.2703,0.7657,0.2182,0.212
448,boar (69).png,boar,2024-12-30T07:14:53,0.163,0.3379,0.1328,0.4314
590,weasel_aug_37.png,weasel,,0.2817,0.749,0.1869,0.1222
154,porcupine_aug_20.png,porcupine,,0.5,0.6796,0.0979,0.2231
276,bird (73).png,bird,,0.3343,0.7777,0.0932,0.0925
189,porcupine (1).png,porcupine,,0.3854,0.4231,0.0557,0.1268
5,butterfly_aug_26.png,butterfly,,0.0369,0.0481,0.0317,0.1851
306,bird (79).png,bird,,0.0,0.7166,0.101,0.15
471,fox (38).png,fox,2025-09-02T09:30:55,0.5729,0.4564,0.0359,0.1462
211,podolic_cow (93).png,podolic_cow,2025-01-17T10:02:08,0.088,0.0935,0.8562,0.8592
358,podolic_cow (150).png,podolic_cow,2025-03-24T13:30:03,0.1942,0.0018,0.239,0.6898
305,bird (78).png,bird,,0.3473,0.4222,0.0671,0.2
138,podolic_cow (63).png,podolic_cow,2025-03-13T15:07:02,0.2161,0.1694,0.2406,0.5518
36,podolic_cow (17).png,podolic_cow,,0.3119,0.1657,0.5828,0.7861
369,porcupine (3)_aug_7.png,porcupine,,0.3828,0.4175,0.15,0.2277
391,podolic_cow (162).png,podolic_cow,2025-01-05T12:55:35,0.351,0.1537,0.625,0.7972
204,podolic_cow (88).png,podolic_cow,,0.0,0.0055,0.6838,0.9462
289,wolf (6)_aug_6.png,wolf,,0.9005,0.4296,0.0718,0.212
538,bird (158).png,bird,,0.4031,0.7009,0.1968,0.2898
267,lizard (3)_aug_19.png,lizard,,0.4109,0.4416,0.0244,0.0546
609,podolic_cow (251).png,podolic_cow,,0.2322,0.0129,0.3708,0.9388
587,podolic_cow (243).png,podolic_cow,2025-01-04T08:12:03,0.5036,0.5398,0.2833,0.4592
44,podolic_cow (21).png,podolic_cow,2025-03-25T08:17:34,0.0973,0.4351,0.2552,0.5629
612,dog (2)_aug_38.png,dog,,0.9593,0.4148,0.0406,0.2074
552,podolic_cow (229).png,podolic_cow,,0.0989,0.0009,0.901,0.9499
190,podolic_cow (83).png,podolic_cow,,0.8062,0.2351,0.1239,0.2129
55,bird (12).png,bird,,0.1463,0.6712,0.2145,0.3101
285,badger (2)_aug_42.png,badger,2025-03-29T00:52:16,0.6046,0.4287,0.0703,0.0842
275,podolic_cow (114).png,podolic_cow,,0.7406,0.0962,0.1822,0.7166
64,bird (15).png,bird,,0.1703,0.8388,0.0781,0.1157
626,fox (49).png,fox,,0.6093,0.4212,0.026,0.1009
328,podolic_cow (136).png,podolic_cow,,0.376,0.4148,0.4317,0.5842
277,dog_aug_9.png,dog,2025-02-14T10:22:29,0.3515,0.3481,0.0833,0.1527
5,butterfly_aug_21.png,butterfly,,0.0369,0.0481,0.0317,0.1851
135,boar (22).png,boar,2024-12-28T09:03:59,0.3901,0.1453,0.1854,0.3722
81,boar (6).png,boar,,0.6989,0.5027,0.301,0.3833
563,boar (82).png,boar,2024-12-28T09:03:05,0.4786,0.212,0.0812,0.2425
45,lizard (1)_aug_33.png,lizard,,0.0406,0.074,0.0296,0.1611
96,podolic_cow (47).png,podolic_cow,,0.2942,0.0064,0.427,0.9453
590,weasel_aug_38.png,weasel,,0.2817,0.749,0.1869,0.1222
535,dog (1)_aug_13.png,dog,2025-02-17T16:51:43,0.4281,0.3212,0.0583,0.1629
522,podolic_cow (216).png,podolic_cow,2025-03-25T08:35:44,0.3875,0.4157,0.3567,0.5824
123,podolic_cow (56).png,podolic_cow,2025-03-25T08:36:19,0.9432,0.6805,0.0567,0.2814
5,butterfly_aug_10.png,butterfly,,0.0369,0.0481,0.0317,0.1851
